session_id,session_length,num_clicks,category_diversity,total_spent,bounce,click_sequence,exit_page,converted
22900,20,19,3,781,0,"[1, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 4]",1,0
22901,17,13,2,547,0,"[4, 3, 4, 3, 4, 3, 4, 3, 3, 4, 3, 4, 4]",3,1
22902,184,136,4,5629,0,"[4, 4, 4, 3, 3, 4, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 2, 4, 4, 1, 4, 3, 3, 3, 3, 4, 4, 1, 3, 1, 3, 3, 1, 3, 4, 4, 3, 1, 1, 3, 4, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 4, 2, 4, 3, 1, 4, 3, 1, 4, 1, 3, 3, 4, 2, 4, 1, 1, 1, 3, 3, 1, 1, 3, 4, 1, 4, 2, 3, 1, 3, 1, 3, 1, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 1, 1, 1, 3, 4, 3, 1, 3, 1, 3, 1, 3, 4, 3, 4, 1, 1, 4, 4, 4, 1, 4, 4, 3, 1, 4, 3, 4, 3]",1,0
22903,1,1,1,67,1,[2],2,0
22904,2,2,1,95,0,"[2, 2]",2,1
22905,6,6,2,261,0,"[4, 4, 4, 4, 2, 2]",4,1
22906,2,2,1,90,0,"[2, 2]",2,1
22907,14,12,2,572,0,"[2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2]",1,0
22908,15,13,3,592,0,"[1, 4, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3]",3,1
22909,2,2,2,71,0,"[4, 1]",4,1
22910,7,5,1,155,0,"[4, 4, 4, 4, 4]",4,1
22911,1,1,1,38,1,[1],1,0
22912,5,4,1,195,0,"[1, 1, 1, 1]",1,0
22913,15,9,2,297,0,"[1, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
22914,1,1,1,67,1,[2],2,0
22915,5,5,2,287,0,"[3, 2, 2, 2, 2]",2,1
22916,2,2,1,98,0,"[1, 1]",1,0
22917,21,19,3,813,0,"[1, 3, 4, 4, 3, 3, 3, 3, 4, 1, 3, 3, 4, 4, 1, 3, 4, 4, 3]",3,1
22918,6,6,2,286,0,"[1, 1, 1, 4, 1, 4]",1,0
22919,18,14,3,550,0,"[4, 4, 3, 1, 4, 1, 3, 1, 3, 3, 3, 3, 1, 4]",3,1
22920,13,9,4,431,0,"[3, 2, 4, 3, 3, 1, 1, 1, 4]",1,0
22921,2,2,2,100,0,"[1, 3]",3,1
22922,4,4,1,162,0,"[4, 4, 4, 4]",4,1
22923,3,3,2,138,0,"[1, 4, 4]",4,1
22924,30,25,2,913,0,"[4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4]",3,1
22925,1,1,1,62,1,[1],1,0
22926,2,2,1,100,0,"[2, 2]",2,1
22927,17,12,2,586,0,"[2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 2]",2,1
22928,1,1,1,57,1,[2],2,0
22929,7,7,4,324,0,"[1, 1, 3, 1, 2, 4, 1]",4,1
22930,1,1,1,43,1,[4],4,0
22931,4,3,2,177,0,"[1, 1, 3]",3,1
22932,11,7,2,318,0,"[3, 2, 3, 3, 3, 3, 3]",2,1
22933,7,6,3,287,0,"[4, 1, 1, 3, 4, 3]",4,1
22934,2,2,1,105,0,"[3, 3]",3,1
22935,9,6,3,256,0,"[4, 2, 1, 2, 1, 2]",1,0
22936,8,6,3,217,0,"[4, 3, 4, 1, 4, 3]",4,1
22937,2,2,2,103,0,"[1, 3]",3,1
22938,15,10,4,520,0,"[1, 1, 1, 2, 2, 1, 1, 3, 1, 4]",3,1
22939,2,2,1,114,0,"[2, 2]",2,1
22940,5,4,2,201,0,"[4, 1, 1, 1]",1,0
22941,2,2,1,115,0,"[1, 1]",1,0
22942,5,5,2,211,0,"[3, 1, 3, 1, 1]",3,1
22943,3,1,1,52,1,[3],3,0
22944,3,3,2,128,0,"[3, 1, 3]",1,0
22945,3,2,2,64,0,"[3, 4]",4,1
22946,1,1,1,62,1,[2],2,0
22947,14,12,2,560,0,"[4, 4, 4, 4, 4, 1, 1, 1, 4, 1, 4, 1]",1,0
22948,3,3,3,133,0,"[1, 3, 2]",3,1
22949,4,4,2,152,0,"[2, 2, 2, 4]",2,1
22950,12,9,2,371,0,"[4, 4, 4, 4, 1, 4, 1, 4, 1]",4,1
22951,2,2,2,85,0,"[1, 2]",2,1
22952,7,6,2,213,0,"[4, 4, 4, 3, 3, 4]",4,1
22953,14,11,2,445,0,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",3,1
22954,5,4,2,190,0,"[1, 1, 1, 4]",1,0
22955,11,9,3,405,0,"[3, 1, 3, 1, 3, 1, 3, 3, 2]",1,0
22956,5,5,3,242,0,"[3, 2, 1, 3, 1]",3,1
22957,9,7,3,338,0,"[1, 2, 3, 3, 3, 2, 2]",3,1
22958,5,5,2,213,0,"[3, 3, 2, 3, 3]",2,1
22959,2,1,1,33,1,[4],4,0
22960,4,4,2,186,0,"[1, 2, 1, 2]",2,1
22961,12,10,2,365,0,"[1, 4, 4, 1, 4, 1, 4, 4, 4, 4]",4,1
22962,1,1,1,28,1,[4],4,0
22963,4,3,1,124,0,"[3, 3, 3]",3,1
22964,1,1,1,33,1,[4],4,0
22965,3,3,1,133,0,"[3, 3, 3]",3,1
22966,2,2,2,76,0,"[3, 1]",3,1
22967,64,50,4,2288,0,"[4, 4, 1, 4, 4, 4, 1, 1, 2, 4, 3, 1, 1, 2, 4, 4, 1, 1, 4, 2, 1, 1, 4, 1, 1, 2, 1, 3, 1, 4, 4, 1, 1, 2, 1, 4, 2, 2, 4, 1, 1, 4, 1, 4, 1, 2, 4, 2, 1, 3]",4,1
22968,1,1,1,38,1,[1],1,0
22969,10,8,3,351,0,"[2, 3, 1, 1, 1, 1, 2, 2]",3,1
22970,1,1,1,48,1,[3],3,0
22971,1,1,1,33,1,[4],4,0
22972,4,4,2,137,0,"[1, 1, 3, 1]",3,1
22973,1,1,1,28,1,[3],3,0
22974,1,1,1,82,1,[1],1,0
22975,7,6,2,305,0,"[2, 2, 2, 2, 1, 2]",2,1
22976,21,16,3,654,0,"[4, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1, 3, 1, 1, 4, 4]",3,1
22977,2,2,1,95,0,"[2, 2]",2,1
22978,1,1,1,43,1,[4],4,0
22979,11,10,2,360,0,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,1
22980,4,4,2,176,0,"[1, 1, 1, 4]",1,0
22981,9,8,2,411,0,"[1, 1, 1, 1, 4, 1, 4, 1]",1,0
22982,1,1,1,52,1,[2],2,0
22983,2,1,1,20,1,[3],3,0
22984,32,27,4,1211,0,"[3, 3, 1, 1, 2, 1, 2, 3, 3, 2, 4, 3, 2, 4, 4, 3, 4, 1, 2, 1, 1, 2, 4, 3, 4, 2, 4]",4,1
22985,3,2,1,154,0,"[1, 1]",1,0
22986,11,9,3,479,0,"[3, 4, 2, 2, 2, 2, 2, 2, 2]",3,1
22987,10,7,3,333,0,"[2, 1, 2, 2, 2, 4, 2]",1,0
22988,13,10,3,475,0,"[3, 1, 2, 1, 1, 2, 2, 2, 2, 2]",2,1
22989,2,2,1,90,0,"[1, 1]",1,0
22990,4,3,1,167,0,"[2, 2, 2]",2,1
22991,23,22,3,1234,0,"[2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1]",2,1
22993,5,4,3,198,0,"[3, 1, 4, 3]",3,1
22994,13,10,3,533,0,"[3, 2, 3, 3, 2, 2, 3, 2, 1, 3]",3,1
22995,4,3,2,109,0,"[4, 3, 4]",3,1
22996,3,3,1,89,0,"[4, 4, 4]",4,1
22997,34,28,4,1273,0,"[1, 4, 2, 2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 3, 4, 1, 4, 4, 3, 1, 2, 2, 1, 4, 1, 1, 1, 2]",4,1
22998,2,2,2,100,0,"[3, 2]",3,1
22999,7,5,1,214,0,"[2, 2, 2, 2, 2]",2,1
23000,19,14,4,620,0,"[1, 1, 3, 1, 2, 2, 3, 3, 1, 1, 3, 3, 3, 4]",1,0
23001,25,20,3,903,0,"[2, 2, 2, 4, 2, 4, 4, 4, 3, 3, 2, 4, 2, 2, 2, 4, 3, 3, 4, 2]",4,1
23002,6,4,2,161,0,"[2, 1, 1, 2]",2,1
23003,36,33,2,1386,0,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 1, 4, 1, 4]",4,1
23004,17,12,3,485,0,"[3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 1, 4]",4,1
23005,4,4,2,200,0,"[4, 2, 2, 2]",4,1
23006,14,8,4,371,0,"[2, 2, 1, 3, 1, 4, 2, 2]",2,1
23007,1,1,1,38,1,[4],4,0
23008,6,6,3,289,0,"[1, 3, 3, 3, 3, 2]",3,1
23009,1,1,1,57,1,[2],2,0
23010,4,4,2,167,0,"[3, 3, 1, 3]",1,0
23011,4,4,2,161,0,"[4, 4, 1, 1]",4,1
23012,2,2,1,81,0,"[4, 4]",4,1
23013,2,2,1,61,0,"[3, 3]",3,1
23014,7,6,3,207,0,"[1, 4, 1, 4, 4, 2]",1,0
23015,4,2,1,56,0,"[3, 3]",3,1
23016,3,3,2,128,0,"[1, 1, 4]",4,1
23017,4,4,2,181,0,"[4, 4, 4, 3]",4,1
23018,9,7,1,352,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
23019,2,2,1,95,0,"[1, 1]",1,0
23020,3,3,1,104,0,"[4, 4, 4]",4,1
23021,24,17,3,770,0,"[1, 4, 3, 4, 4, 4, 3, 1, 3, 4, 1, 4, 1, 3, 3, 1, 1]",1,0
23022,14,10,4,371,0,"[4, 2, 3, 4, 3, 1, 1, 3, 4, 3]",1,0
23023,3,2,2,90,0,"[3, 1]",1,0
23024,13,9,2,319,0,"[4, 4, 4, 3, 3, 4, 4, 4, 3]",4,1
23025,1,1,1,82,1,[1],1,0
23026,5,4,1,248,0,"[2, 2, 2, 2]",2,1
23027,3,3,2,133,0,"[3, 1, 1]",3,1
23029,38,30,4,1222,0,"[4, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 2, 4, 3, 1, 4, 1, 1, 3, 2, 4, 1, 1, 2, 4, 4, 2, 4]",4,1
23030,1,1,1,28,1,[3],3,0
23031,2,2,1,71,0,"[1, 1]",1,0
23032,17,14,3,571,0,"[1, 1, 4, 4, 4, 4, 1, 4, 3, 4, 1, 1, 4, 3]",4,1
23033,4,3,1,138,0,"[1, 1, 1]",1,0
23034,7,6,1,340,0,"[1, 1, 1, 1, 1, 1]",1,0
23035,2,2,1,100,0,"[1, 1]",1,0
23036,6,5,3,243,0,"[3, 1, 3, 2, 1]",1,0
23037,17,15,3,554,0,"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 1, 4, 3, 4]",4,1
23038,21,15,4,681,0,"[3, 2, 1, 3, 4, 1, 4, 4, 1, 1, 1, 2, 2, 4, 4]",4,1
23039,1,1,1,38,1,[2],2,0
23040,2,2,2,71,0,"[1, 3]",1,0
23041,13,9,1,444,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
23042,24,19,3,874,0,"[1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 1, 3, 3, 3]",3,1
23043,31,23,4,1064,0,"[2, 3, 3, 1, 1, 4, 1, 2, 3, 1, 2, 4, 4, 2, 1, 4, 4, 2, 2, 2, 4, 3, 4]",4,1
23044,3,2,2,120,0,"[4, 3]",4,1
23045,11,6,1,238,0,"[4, 4, 4, 4, 4, 4]",4,1
23046,25,18,4,817,0,"[3, 3, 3, 1, 1, 1, 4, 1, 1, 4, 4, 3, 1, 4, 1, 2, 4, 4]",4,1
23047,2,2,2,80,0,"[2, 1]",1,0
23048,2,2,1,76,0,"[4, 4]",4,1
23049,16,13,2,650,0,"[1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 4]",4,1
23050,27,23,3,1099,0,"[1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 4, 1, 1, 2, 2, 1, 4, 1, 1]",4,1
23051,3,2,1,71,0,"[3, 3]",3,1
23052,2,2,1,100,0,"[3, 3]",3,1
23053,15,11,4,442,0,"[1, 1, 2, 4, 4, 1, 1, 4, 4, 4, 3]",1,0
23054,8,4,3,181,0,"[3, 1, 2, 2]",1,0
23055,9,9,4,353,0,"[1, 1, 3, 3, 3, 1, 4, 3, 2]",1,0
23056,10,8,2,471,0,"[1, 1, 1, 1, 1, 1, 4, 1]",4,1
23057,3,3,2,133,0,"[2, 4, 4]",2,1
23059,9,6,1,344,0,"[2, 2, 2, 2, 2, 2]",2,1
23060,1,1,1,23,1,[3],3,0
23061,1,1,1,43,1,[4],4,0
23062,12,12,3,567,0,"[2, 2, 2, 3, 1, 1, 2, 2, 1, 1, 3, 3]",2,1
23063,1,1,1,43,1,[1],1,0
23065,16,12,3,662,0,"[1, 2, 3, 2, 1, 1, 1, 3, 1, 2, 1, 3]",3,1
23066,21,20,2,852,0,"[4, 4, 4, 1, 4, 4, 1, 1, 1, 4, 4, 4, 1, 4, 4, 1, 4, 1, 4, 4]",4,1
23067,1,1,1,62,1,[1],1,0
23068,25,19,1,729,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
23069,7,7,2,328,0,"[4, 2, 4, 2, 4, 2, 2]",4,1
23071,1,1,1,43,1,[2],2,0
23072,11,8,2,343,0,"[4, 4, 4, 4, 3, 4, 4, 4]",4,1
23073,11,8,2,330,0,"[1, 3, 3, 3, 1, 3, 3, 3]",3,1
23074,1,1,1,43,1,[1],1,0
23075,12,7,2,280,0,"[4, 4, 1, 1, 1, 1, 1]",1,0
23076,3,3,1,162,0,"[2, 2, 2]",2,1
23077,4,3,2,114,0,"[4, 4, 2]",4,1
23078,3,2,2,56,0,"[3, 1]",3,1
23079,2,1,1,52,1,[2],2,0
23080,1,1,1,43,1,[1],1,0
23081,17,14,3,628,0,"[1, 4, 4, 4, 2, 4, 1, 1, 2, 2, 4, 4, 2, 2]",2,1
23082,15,8,3,348,0,"[4, 2, 2, 4, 3, 4, 4, 2]",2,1
23083,7,6,3,286,0,"[3, 3, 1, 1, 4, 4]",4,1
23084,3,3,1,148,0,"[1, 1, 1]",1,0
23085,12,9,2,321,0,"[4, 4, 4, 4, 4, 1, 4, 4, 4]",1,0
23086,3,1,1,38,1,[4],4,0
23087,2,2,2,86,0,"[3, 4]",4,1
23088,3,3,2,162,0,"[2, 3, 2]",3,1
23089,5,5,1,286,0,"[2, 2, 2, 2, 2]",2,1
23090,9,7,4,323,0,"[1, 2, 2, 3, 3, 1, 4]",4,1
23091,7,6,1,314,0,"[2, 2, 2, 2, 2, 2]",2,1
23092,2,1,1,43,1,[1],1,0
23093,8,5,3,248,0,"[4, 2, 4, 1, 4]",4,1
23094,6,5,3,252,0,"[1, 2, 2, 4, 1]",4,1
23095,7,7,1,420,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
23096,21,18,3,779,0,"[1, 2, 2, 1, 1, 4, 2, 4, 4, 2, 4, 4, 1, 1, 4, 4, 2, 2]",4,1
23097,4,3,2,133,0,"[1, 1, 4]",4,1
23098,4,4,2,225,0,"[1, 2, 1, 1]",1,0
23099,8,6,2,243,0,"[3, 3, 2, 3, 3, 2]",2,1
23100,1,1,1,62,1,[1],1,0
23101,4,4,1,210,0,"[2, 2, 2, 2]",2,1
23102,4,3,1,216,0,"[1, 1, 1]",1,0
23103,3,3,2,89,0,"[4, 4, 1]",4,1
23104,5,5,3,170,0,"[4, 3, 4, 2, 3]",4,1
23105,6,6,1,293,0,"[1, 1, 1, 1, 1, 1]",1,0
23106,4,3,3,133,0,"[2, 1, 4]",4,1
23107,1,1,1,38,1,[1],1,0
23108,6,5,1,258,0,"[1, 1, 1, 1, 1]",1,0
23109,8,7,2,312,0,"[2, 4, 4, 4, 4, 4, 4]",4,1
23110,2,1,1,57,1,[3],3,0
23111,2,2,1,96,0,"[3, 3]",3,1
23112,1,1,1,48,1,[3],3,0
23113,7,5,1,228,0,"[1, 1, 1, 1, 1]",1,0
23114,1,1,1,43,1,[4],4,0
23116,1,1,1,57,1,[2],2,0
23117,20,16,2,644,0,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 1]",1,0
23118,2,2,1,104,0,"[2, 2]",2,1
23119,2,2,1,109,0,"[2, 2]",2,1
23120,2,2,1,71,0,"[4, 4]",4,1
23121,1,1,1,28,1,[4],4,0
23122,1,1,1,28,1,[3],3,0
23123,5,5,3,152,0,"[4, 3, 4, 2, 4]",2,1
23124,4,4,1,210,0,"[1, 1, 1, 1]",1,0
23125,7,6,2,227,0,"[3, 3, 3, 3, 3, 2]",3,1
23126,2,2,2,100,0,"[4, 1]",4,1
23127,3,3,1,99,0,"[4, 4, 4]",4,1
23128,11,8,1,357,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0
23129,9,8,2,421,0,"[4, 1, 1, 1, 1, 1, 1, 1]",4,1
23130,2,2,1,66,0,"[3, 3]",3,1
23131,25,18,4,792,0,"[3, 3, 3, 3, 1, 1, 4, 1, 4, 1, 1, 3, 3, 2, 3, 1, 3, 3]",4,1
23132,1,1,1,43,1,[1],1,0
23133,1,1,1,52,1,[2],2,0
23134,18,14,4,596,0,"[1, 2, 1, 3, 1, 1, 1, 4, 1, 3, 1, 2, 2, 1]",1,0
23135,2,2,1,109,0,"[2, 2]",2,1
23136,6,6,1,248,0,"[3, 3, 3, 3, 3, 3]",3,1
23138,12,10,2,449,0,"[1, 1, 1, 4, 1, 1, 4, 1, 1, 1]",1,0
23139,1,1,1,57,1,[2],2,0
23140,1,1,1,33,1,[1],1,0
23141,4,3,1,124,0,"[4, 4, 4]",4,1
23142,7,3,3,147,0,"[2, 3, 1]",2,1
23143,1,1,1,52,1,[2],2,0
23144,1,1,1,48,1,[3],3,0
23145,5,5,2,204,0,"[4, 3, 4, 4, 4]",3,1
23146,3,3,1,133,0,"[2, 2, 2]",2,1
23147,8,6,1,303,0,"[2, 2, 2, 2, 2, 2]",2,1
23148,5,4,3,185,0,"[1, 3, 3, 4]",4,1
23149,11,8,3,304,0,"[4, 1, 3, 3, 4, 1, 3, 4]",3,1
23150,11,10,3,491,0,"[4, 2, 4, 4, 1, 1, 1, 2, 1, 4]",1,0
23151,9,7,1,357,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
23152,3,3,2,109,0,"[4, 3, 3]",4,1
23153,8,5,2,233,0,"[4, 2, 2, 2, 2]",2,1
23154,6,5,2,185,0,"[4, 3, 4, 4, 3]",3,1
23155,1,1,1,48,1,[3],3,0
23156,1,1,1,43,1,[1],1,0
23157,7,4,2,171,0,"[2, 1, 1, 1]",2,1
23158,4,4,1,210,0,"[2, 2, 2, 2]",2,1
23159,15,12,3,494,0,"[3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 1]",3,1
23160,3,3,1,157,0,"[1, 1, 1]",1,0
23161,4,4,1,227,0,"[1, 1, 1, 1]",1,0
23162,20,19,4,839,0,"[1, 4, 4, 4, 1, 1, 3, 1, 1, 4, 2, 3, 1, 1, 1, 1, 2, 1, 2]",4,1
23163,4,3,3,133,0,"[1, 2, 3]",1,0
23165,7,6,1,300,0,"[2, 2, 2, 2, 2, 2]",2,1
23166,2,1,1,28,1,[4],4,0
23167,5,5,1,267,0,"[2, 2, 2, 2, 2]",2,1
23169,4,4,1,166,0,"[1, 1, 1, 1]",1,0
23170,4,3,2,119,0,"[4, 1, 4]",4,1
23171,9,9,2,386,0,"[4, 4, 4, 4, 4, 1, 4, 4, 4]",4,1
23172,12,10,3,482,0,"[1, 1, 1, 4, 1, 1, 3, 1, 1, 1]",4,1
23173,5,5,2,252,0,"[2, 2, 2, 1, 2]",1,0
23174,8,6,2,233,0,"[3, 4, 4, 4, 3, 3]",3,1
23175,9,5,1,276,0,"[2, 2, 2, 2, 2]",2,1
23176,8,8,2,355,0,"[2, 1, 1, 1, 1, 1, 1, 1]",1,0
23179,8,6,1,223,0,"[4, 4, 4, 4, 4, 4]",4,1
23180,18,15,3,732,0,"[4, 2, 2, 4, 3, 2, 4, 2, 2, 2, 4, 4, 4, 3, 3]",4,1
23181,2,2,1,134,0,"[2, 2]",2,1
23182,3,3,2,143,0,"[3, 3, 2]",3,1
23183,6,2,2,76,0,"[4, 1]",4,1
23184,1,1,1,33,1,[1],1,0
23185,22,20,3,901,0,"[1, 1, 1, 4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3]",4,1
23186,1,1,1,43,1,[1],1,0
23187,6,5,1,297,0,"[1, 1, 1, 1, 1]",1,0
23188,2,2,1,110,0,"[2, 2]",2,1
23189,13,10,3,371,0,"[4, 1, 3, 3, 3, 1, 3, 3, 3, 3]",3,1
23190,1,1,1,57,1,[2],2,0
23191,1,1,1,52,1,[2],2,0
23192,4,3,2,114,0,"[3, 4, 3]",3,1
23193,1,1,1,43,1,[1],1,0
23195,7,4,1,224,0,"[2, 2, 2, 2]",2,1
23196,80,65,3,2382,0,"[3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4]",3,1
23197,3,3,1,124,0,"[1, 1, 1]",1,0
23199,6,4,3,166,0,"[3, 2, 1, 3]",3,1
23200,1,1,1,48,1,[3],3,0
23201,22,16,3,788,0,"[2, 2, 4, 1, 4, 2, 2, 1, 4, 4, 1, 2, 2, 4, 4, 2]",4,1
23202,3,2,1,76,0,"[3, 3]",3,1
23203,11,11,3,471,0,"[2, 4, 4, 3, 4, 4, 4, 3, 3, 4, 2]",2,1
23204,1,1,1,33,1,[4],4,0
23205,3,3,1,128,0,"[2, 2, 2]",2,1
23206,3,3,1,128,0,"[1, 1, 1]",1,0
23207,4,3,2,109,0,"[4, 1, 1]",4,1
23208,8,7,2,295,0,"[3, 3, 3, 4, 4, 3, 4]",3,1
23209,1,1,1,38,1,[4],4,0
23210,1,1,1,38,1,[1],1,0
23211,2,2,2,91,0,"[3, 4]",3,1
23212,10,9,2,404,0,"[1, 1, 3, 1, 3, 1, 1, 3, 1]",3,1
23213,7,7,1,304,0,"[2, 2, 2, 2, 2, 2, 2]",2,1
23214,10,7,2,397,0,"[1, 1, 2, 1, 1, 1, 2]",2,1
23215,1,1,1,62,1,[2],2,0
23216,1,1,1,48,1,[3],3,0
23217,12,12,4,501,0,"[1, 4, 1, 1, 4, 1, 1, 3, 1, 4, 3, 2]",1,0
23218,2,2,1,120,0,"[1, 1]",1,0
23219,1,1,1,43,1,[1],1,0
23220,8,7,2,307,0,"[3, 3, 3, 1, 1, 1, 1]",1,0
23221,1,1,1,43,1,[2],2,0
23222,19,16,2,587,0,"[4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
23223,1,1,1,62,1,[2],2,0
23224,11,7,2,301,0,"[4, 1, 4, 4, 4, 4, 4]",4,1
23225,1,1,1,33,1,[4],4,0
23226,3,1,1,52,1,[2],2,0
23227,1,1,1,62,1,[2],2,0
23228,5,4,2,176,0,"[2, 1, 1, 1]",1,0
23229,2,2,1,76,0,"[1, 1]",1,0
23231,2,2,1,76,0,"[3, 3]",3,1
23232,1,1,1,57,1,[2],2,0
23233,30,22,4,995,0,"[1, 3, 4, 1, 2, 4, 1, 1, 1, 2, 2, 4, 2, 1, 1, 2, 1, 1, 2, 1, 1, 4]",1,0
23234,1,1,1,48,1,[3],3,0
23235,1,1,1,33,1,[3],3,0
23236,2,1,1,82,1,[1],1,0
23237,11,8,4,338,0,"[1, 3, 1, 2, 4, 4, 4, 3]",3,1
23238,1,1,1,52,1,[2],2,0
23239,3,3,1,133,0,"[3, 3, 3]",3,1
23240,5,5,1,233,0,"[2, 2, 2, 2, 2]",2,1
23241,1,1,1,28,1,[1],1,0
23243,10,8,2,269,0,"[4, 1, 1, 4, 1, 4, 4, 4]",1,0
23244,28,25,3,1124,0,"[4, 4, 1, 1, 4, 1, 3, 1, 1, 1, 3, 1, 3, 4, 1, 3, 1, 4, 1, 1, 3, 4, 3, 4, 4]",4,1
23245,14,9,1,307,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
23246,16,14,3,570,0,"[1, 1, 4, 4, 4, 1, 3, 1, 1, 3, 3, 4, 3, 3]",4,1
23247,7,5,2,209,0,"[1, 4, 4, 1, 4]",4,1
23248,2,2,2,90,0,"[4, 2]",2,1
23249,5,5,3,255,0,"[2, 1, 1, 1, 4]",4,1
23250,4,3,2,160,0,"[3, 3, 2]",3,1
23251,3,1,1,52,1,[2],2,0
23252,7,6,4,261,0,"[4, 4, 1, 3, 2, 3]",1,0
23254,5,4,2,149,0,"[3, 3, 3, 1]",1,0
23255,8,7,2,402,0,"[1, 1, 2, 1, 1, 1, 1]",2,1
23256,30,25,4,1154,0,"[2, 1, 2, 1, 1, 3, 2, 4, 2, 1, 1, 3, 1, 1, 1, 1, 1, 4, 3, 4, 1, 1, 4, 1, 4]",4,1
23257,4,4,3,171,0,"[2, 1, 3, 1]",1,0
23258,1,1,1,28,1,[1],1,0
23259,1,1,1,52,1,[2],2,0
23260,1,1,1,43,1,[3],3,0
23261,40,35,2,1602,0,"[1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 4, 4, 1, 4, 1, 1, 4, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1]",1,0
23262,5,5,2,189,0,"[3, 3, 3, 4, 3]",4,1
23264,4,4,2,117,0,"[3, 4, 3, 3]",4,1
23265,6,6,2,281,0,"[2, 2, 2, 2, 4, 2]",2,1
23266,14,11,1,425,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
23267,3,3,2,148,0,"[1, 4, 4]",4,1
23268,2,2,1,95,0,"[2, 2]",2,1
23269,1,1,1,55,1,[3],3,0
23270,1,1,1,28,1,[3],3,0
23271,10,9,2,431,0,"[3, 3, 3, 3, 3, 3, 3, 2, 3]",2,1
23272,3,3,1,158,0,"[1, 1, 1]",1,0
23273,5,3,1,128,0,"[1, 1, 1]",1,0
23274,1,1,1,62,1,[2],2,0
23275,13,11,3,406,0,"[3, 4, 1, 3, 3, 4, 3, 1, 1, 4, 1]",3,1
23276,2,2,1,91,0,"[4, 4]",4,1
23277,1,1,1,52,1,[2],2,0
23278,1,1,1,62,1,[1],1,0
23279,1,1,1,43,1,[1],1,0
23280,2,2,1,105,0,"[1, 1]",1,0
23281,1,1,1,33,1,[1],1,0
23282,15,14,2,507,0,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 2, 4, 4, 2, 4]",4,1
23283,6,6,2,296,0,"[4, 2, 2, 4, 2, 4]",4,1
23284,4,3,2,176,0,"[2, 1, 2]",2,1
23285,6,5,2,282,0,"[1, 4, 4, 1, 1]",4,1
23286,1,1,1,67,1,[2],2,0
23287,12,7,3,276,0,"[1, 3, 3, 2, 2, 3, 3]",3,1
